"Summit"	"Elevation"	"Latitude"	"Longitude"	"EleSrc"	"Prominence"	"Saddle"	"IsolationKm"
"Kečky"	1139.0	49.1256244	19.2425872	osm	403	724	5.1
"Šentanski vrh"	1635.0	46.3822767	14.2541805	osm	403	1220	3.97
"Wildfeld"	2043.0	47.4823785	14.8479494	osm	402	1634	5.15
"Gerzkopf"	1728.0	47.4603386	13.4304982	osm	402	1317	5.74
"Geschriebenstein / Írott-kő"	884.0	47.3528283	16.4337197	osm	402	478	20.05
"Lubená"	1407.0	48.9322997	18.9808718	osm	402	983	5.97
"Östlicher Feuerstein - Montarso Orientale"	3267.0	46.9717141	11.2442192	osm	401	2826	3.42
"Kellerberg"	1167.0	46.6621377	13.6887159	osm	401	759	1.95
"Poludnica"	1549.0	49.021055	19.6317436	osm	401	1129	3.26
"Hochschlag"	1580.0	47.4029357	15.504695	osm	400	1157	6.15
"Selovec"	885.0	46.5521939	15.0150908	osm	400	481	2.79
"Kasereck"	2740.0	47.2377999	13.7708454	osm	399	2312	2.97
"Kobilja glava"	1475.0	46.1901258	13.7954261	osm	399	1055	3.8
"Schiffall"	1221.0	47.3121785	15.3398387	osm	398	815	3.8
"Kampspitze"	2390.0	47.2939032	13.6423013	osm	398	1954	1.77
"Hoher Trailing"	1237.0	47.8542039	14.3031989	osm	398	830	2.74
"Cima del Lago / Jerebica"	2126.0	46.3982476	13.5651786	osm	398	1708	3.42
"Pernecker Kogel"	1080.0	47.9154546	14.0443922	osm	397	680	4.48
"Schrabachauer Kogel"	1321.0	47.8189212	14.6752439	osm	397	903	3.63
"Heiggerkogel"	1098.0	47.1594822	15.2384271	osm	396	702	4.58
"Demeljoch"	1923.0	47.5460842	11.5864439	osm	396	1512	2.89
"Kleiner Schrotkopf"	2784.0	47.2088804	12.539331	osm	396	2355	4.87
"Jeřáb"	1003.0	50.0566157	16.8127429	osm	396	607	7.79
"Veľký Manín"	891.0	49.1257132	18.4961068	osm	396	483	13.2
"Hochwipfel"	2195.0	46.594911	13.1762637	osm	395	1775	3.81
"Tirolerkogel"	1380.0	47.8739933	15.4214282	osm	394	972	4.49
"Kľak"	1409.0	48.7789232	19.9658273	osm	394	1009	5.71
"Schoberstein"	1285.0	47.9056747	14.3253253	osm	393	874	8.76
"Kitzsteinhorn"	3203.0	47.1880444	12.6874982	osm	392	2768	3.66
"Cuestalta / Hoher Trieb"	2198.0	46.5974	13.0612556	osm	392	1780	3.11
"Großer Landsberg"	899.0	47.9217238	14.2267979	osm	391	493	2.33
"Leilachspitze"	2274.0	47.438712	10.5463089	osm	391	1848	6.54
"Zinken"	1854.0	47.5821027	13.7661549	osm	391	1444	5.12
"Brandangerkogel"	1508.0	47.5438685	14.0726679	osm	391	1102	2.92
"Veľký Lopeník"	911.0	48.9167088	17.782663	osm	391	517	8.44
"Schmittenstein"	1695.0	47.6831949	13.2365976	osm	389	1259	3.95
"Hoher Fraßen"	1979.0	47.1920218	9.8337454	osm	389	1571	2.66
"Oisching"	1699.0	47.5957096	15.2674519	osm	389	1292	2.38
"Kobylinec"	911.0	49.1193324	18.1655358	osm	389	526	15.75
"Verpeilspitze"	3423.0	47.0034705	10.804949	osm	388	3012	1.61
"Saile (Nockspitze)"	2404.0	47.1920709	11.3247164	osm	388	2005	1.84
"Klementkogel"	1052.0	46.6417787	15.2440019	osm	388	663	7.93
"Lungauer Kalkspitze"	2471.0	47.2722866	13.6248243	osm	387	2061	2.71
"Hocheck"	2638.0	47.2363035	13.7235799	osm	387	2212	3.44
"Bukovec"	1127.0	48.8468701	20.7213942	osm	387	736	7.71
"Hennesteck"	1334.0	47.8924902	15.3597765	osm	386	938	4.08
"Hinteralm"	1313.0	47.9721306	15.6103074	osm	386	914	3.87
"Kalte Mauer"	1929.0	47.599611	14.869861	osm	385	1531	7.0
"Hoher Kalmberg"	1833.0	47.6124692	13.5675514	osm	385	1436	5.11
"Habichtkogel"	1142.0	47.7760204	14.1033755	osm	385	753	2.35
"Großer Löffler - Monte Lovello"	3378.0	47.0325265	11.9156504	osm	384	2975	9.26
"Glockturm"	3355.0	46.8932598	10.6653029	osm	384	2941	6.13
"Hahnberg"	1256.0	46.8041593	14.1051929	osm	384	875	5.5
"Jelenk"	1107.0	46.0537206	13.9887577	osm	384	722	6.48
"Peider Spitze"	2808.0	47.2198206	11.1214391	osm	383	2397	5.14
"Troiseck"	1466.0	47.5569773	15.4134445	osm	383	1083	5.05
"Hocheisspitze"	2523.0	47.5468447	12.84264	osm	383	2111	2.94
"Schwarzkogel"	1365.0	47.7849076	15.4017624	osm	383	961	4.25
"Strimskogel"	2139.0	47.3117676	13.470375	osm	383	1729	4.55
"Klimczok"	1117.3	49.7398208	18.9952681	osm	383	733	6.1
"Großer Pleißlingkeil"	2501.0	47.2273746	13.4908805	osm	382	2095	4.04
"Sinec"	917.0	48.5548969	19.9145224	osm	382	542	7.23
"Hirschberg"	1095.0	47.5223458	9.8221171	osm	381	699	8.92
"Holenke"	2044.0	47.331628	9.928054	osm	381	1635	1.89
"Plackles"	1132.0	47.8142011	16.0031865	osm	381	747	5.71
"Salober"	1293.0	47.5654772	10.6127413	osm	381	890	2.42
"Bogota"	855.0	48.7009702	21.5174858	osm	381	475	8.71
"Hoher First - Monte Principe"	3405.0	46.826586	11.080731	osm	380	3008	3.83
"Jochart"	1266.0	47.9124736	15.711982	osm	380	874	5.54
"Gölbner"	2943.0	46.8242911	12.504441	osm	380	2549	6.92
"Schafberg"	2412.0	47.169978	9.950963	osm	380	2009	2.45
"Rittisberg"	1565.0	47.4185564	13.5929847	osm	380	1180	1.81
"Kelčský Javorník"	864.0	49.4002455	17.7655904	osm	379	477	25.0
"Veľká Rača"	1236.0	49.4133416	18.9688043	osm	379	850	19.62
"Hohe Wand / Hochwand"	2719.0	47.3585248	11.0154506	osm	378	2308	2.02
"Fahrnaugupf"	1239.0	47.8378274	13.7503505	osm	378	844	2.68
"Eibenbergkopf"	1402.0	47.3919514	13.5521035	osm	378	1021	2.5
"Kanjavec (zahodni vrh)"	2569.0	46.3599604	13.8075239	osm	378	2176	2.74
"Kľak"	1351.0	48.9815094	18.640927	osm	377	952	15.59
"Fellhorn"	1765.0	47.6099906	12.5088699	osm	376	1380	4.97
"Wildkarspitze"	3073.0	47.1734638	12.1388007	osm	376	2684	3.69
"Großes Seehorn"	3121.0	46.8880172	10.0322055	osm	376	2694	3.88
"Ohnište"	1535.0	48.9753586	19.7055821	osm	376	1142	3.06
"Hocheck"	1072.0	47.721028	14.6087219	osm	375	686	2.32
"Veľký Tribeč"	830.0	48.4692526	18.2396775	osm	374	453	21.67
"Holzalmjoch"	1680.0	47.4772987	12.2489339	osm	373	1289	3.44
"Rappoldkogel"	1928.0	47.0840837	14.8832659	osm	373	1543	3.82
"Hohe Fürleg"	3243.0	47.1416474	12.3626553	osm	372	2857	2.49
"Ilgner Alpl"	1506.0	47.5524479	15.1863456	osm	372	1123	3.21
"Urbeleskarspitze"	2631.0	47.3368069	10.4684011	osm	371	2236	8.86
"Deichselspitze"	2684.0	47.270168	13.8213868	osm	371	2293	2.9
"Selbhorn"	2655.0	47.4468839	12.9631522	osm	371	2251	5.05
"Ostrá"	1013.0	48.6253899	19.9164263	osm	371	648	5.48
"Kranzhorn"	1368.0	47.7005164	12.1835401	osm	370	981	2.52
"Waldhorn"	2702.0	47.296192	13.817173	osm	370	2304	4.39
"Seckauer Zinken"	2397.0	47.3392464	14.7361597	osm	370	2012	4.79
"Stoh"	1607.0	49.2117896	19.0940206	osm	370	1228	3.18
"Gaishorn"	2247.0	47.4697891	10.4759937	osm	369	1853	6.28
"Pěnkavčí vrch"	792.0	50.8483093	14.6111421	osm	369	424	25.0
"Sonnenspitze"	2416.0	47.3682476	10.921911	osm	368	2015	1.31
"Grosses Hundshorn"	1703.0	47.5828569	12.7490115	osm	368	1320	1.83
"Elm"	2128.0	47.6735997	13.9626982	osm	368	1740	3.14
"Sľubica"	1129.0	48.9733959	20.8722676	osm	368	753	4.88
"Gozdnik"	1090.0	46.1923282	15.1528201	osm	368	722	3.23
"Gamskarkogel"	2467.0	47.1608654	13.1584675	osm	367	2091	7.2
"Babiná"	1278.0	48.8300635	20.4625491	osm	367	913	15.19
"Hohenwart"	2363.0	47.3293627	14.2360194	osm	366	1983	7.18
"Großer Fegenberg"	1185.0	47.7804946	15.7198818	osm	365	807	2.14
"Lasaberg"	1935.0	47.1037629	13.8738069	osm	365	1563	7.23
"Łamana Skała"	929.0	49.7636633	19.3961107	osm	365	558	11.71
"Hlebov vrh"	913.1	46.568593	15.3403209	osm	365	559	4.84
"Tolsti vrh"	1715.0	46.3486402	14.3632044	osm	365	1334	1.98
"Baranec"	2182.0	49.1735213	19.7408265	osm	364	1802	7.52
"Gippel"	1669.0	47.7986143	15.5806145	osm	363	1267	5.77
"Sadnig"	2745.0	46.9412077	12.9887404	osm	363	2361	4.45
"Spadenberg"	1000.0	47.9553415	14.5282846	osm	363	639	5.56
"Silberpfennig"	2600.0	47.0890921	13.0415345	osm	363	2224	4.52
"Altemaver"	1679.0	46.2369641	14.0827908	osm	363	1286	11.17
"Selski vrh"	587.0	46.1510628	13.7254219	osm	363	225	2.12
"Mohnenfluh"	2542.0	47.2324241	10.1021826	osm	362	2157	2.36
"Kriváň"	2494.0	49.1628335	20.0000452	osm	362	2093	6.68
"Havran"	2152.0	49.2484692	20.1976871	osm	362	1744	3.26
"Hochnissl"	2546.0	47.3673266	11.617999	osm	360	2150	3.53
"Gemeindealpe"	1626.0	47.8130278	15.2496988	osm	360	1257	6.02
"Zillen di Mezzodì / Zielkofel"	1824.3	46.5699779	13.3447245	osm	360	1450	1.79
"Gamskarlspitz"	2833.0	47.0370853	13.1619277	osm	360	2449	4.93
"Velký Javorník"	918.0	49.5272038	18.1608471	osm	360	549	4.99
"Waligóra"	933.9	50.6808246	16.2780881	osm	360	566	12.92
"Puitkogel"	3345.0	46.9814659	10.9011992	osm	359	2948	2.54
"Voldöppberg"	1509.0	47.4744175	11.8883934	osm	359	1133	3.14
"Einberg"	1688.0	47.6182977	13.3610614	osm	359	1313	2.6
"Hutberg"	1169.0	47.8215017	15.8007275	osm	359	793	2.58
"Mulleter Seichenkopf"	2918.0	46.9152495	12.8308558	osm	359	2522	3.3
"Busov"	1002.0	49.3881053	21.162586	osm	359	636	17.65
"Skorušina"	1314.0	49.297933	19.6920817	osm	359	954	3.18
"Leutascher Dreitorspitze"	2682.0	47.4004814	11.1239474	osm	358	2295	4.86
"Bliggspitze"	3454.0	46.91803	10.786113	osm	358	3064	4.1
"Črvov vrh"	974.0	46.1429445	13.86496	osm	357	607	2.51
"Hohe Student"	1539.0	47.737239	15.3945502	osm	356	1167	2.52
"Litzlkogel"	1625.0	47.5499155	12.7790019	osm	356	1257	1.94
"Žibrica"	617.0	48.3673494	18.15156	osm	356	255	12.16
"Hochkogel"	1486.0	47.8525929	13.8516581	osm	355	1072	2.24
"Topitza/Topica"	1649.0	46.5163877	14.6772725	osm	355	1276	3.65
"Boubín"	1362.0	48.9912763	13.8174987	osm	354	1005	22.76
"Almkogel"	2116.0	47.6192411	14.0930436	osm	353	1742	3.01
"Grünstein"	2661.0	47.3489832	10.9212362	osm	353	2268	1.88
"Fundelkopf"	2401.0	47.1100597	9.6764636	osm	353	2024	4.0
"Schober"	2967.0	47.0345873	13.467717	osm	353	2584	3.34
"Tauernkogel"	2988.0	47.157951	12.4834573	osm	353	2611	3.23
"Makovica"	981.0	48.8521483	21.491667	osm	353	630	9.93
"Rotgschirr"	2270.0	47.7006012	13.9952491	osm	352	1900	2.12
"Hohe Wasserfalle"	3003.0	47.1652548	10.971795	osm	351	2637	5.48
"Ballunspitze"	2671.0	46.9552706	10.1349973	osm	350	2270	2.32
"Hegerberg"	1179.0	47.9028024	15.6670763	osm	350	817	3.12
"Marchkopf"	2499.0	47.2512419	11.8060959	osm	350	2121	5.04
"Schwarzkopf"	2765.0	47.1669739	12.8604214	osm	350	2393	5.58
"Kopec"	1252.0	49.2434776	19.5480939	osm	350	901	4.74
"Zwieselberg"	1463.0	47.7953771	15.1491696	osm	349	1109	2.17
"Zlannock"	1487.0	46.689023	13.4505312	osm	349	1132	1.97
"Žibrid"	868.0	49.1275645	18.6094667	osm	349	494	8.25
"Kampl"	1990.0	47.6058419	15.2146317	osm	348	1627	2.13
"Skalky"	735.0	49.5015436	16.7897865	osm	348	400	25.0
"Predigtstuhl"	2543.0	47.2620878	13.9112386	osm	347	2144	4.27
"Buchberg"	1234.0	47.3090751	13.0592078	osm	347	882	1.69
"Golica / Kahlkogel"	1834.0	46.4914613	14.0546005	osm	347	1472	4.18
"Chmeľová"	925.0	49.0738685	18.1543113	osm	347	563	5.06
"Lacková / Lackowa"	997.0	49.4265468	21.1024789	osm	347	644	6.19
"Ruderhofspitze"	3474.0	47.0397862	11.1430784	osm	346	3095	3.32
"Gumpeneck"	2226.0	47.3973141	14.0148597	osm	346	1863	7.7
"Keeskogel"	3291.0	47.1364843	12.3118408	osm	345	2918	3.09
"Lawinenstein"	1965.0	47.5976228	13.9544338	osm	345	1612	4.44
"Altenberg"	1288.0	46.6824816	13.6149917	osm	345	936	2.23
"Golzentipp"	2317.0	46.7343287	12.6036223	osm	345	1955	3.43
"Schwarzenstein - Sasso Nero"	3369.0	47.0100814	11.8740569	osm	344	3002	4.03
"Kruckenspitz"	1886.0	46.8373885	13.9640247	osm	344	1527	4.73
"Rosställispitz"	2929.0	46.7889639	9.9935228	osm	344	2563	2.07
"Schalfkogel"	3537.0	46.8017625	10.9590789	osm	343	3179	4.3
"Gurlspitze"	1158.0	47.7879659	13.1432707	osm	343	794	2.28
"Spielmäuer"	1360.0	47.690124	15.3156599	osm	343	1006	1.88
"Falkenberg"	1158.0	47.202744	14.6019944	osm	343	809	2.94
"Hinterer Geißstein"	2190.0	47.3066908	13.5378922	osm	342	1829	3.54
"Großer Ramolkogel"	3549.0	46.846794	10.9591333	osm	341	3179	5.0
"Hexenkopf"	3034.0	47.0212165	10.4692811	osm	341	2655	9.28
"Salberg"	1398.0	47.5735831	14.285604	osm	341	1039	2.23
"Griesmauerkogel"	2034.0	47.5510857	14.9830554	osm	341	1664	2.46
"Pongratzer Kogel"	1248.0	47.3515119	15.8923459	osm	341	915	9.92
"Lomné"	1271.0	49.1707181	19.4701775	osm	341	934	2.19
"Janški hrib"	794.0	46.0519711	14.7104178	osm	341	447	6.57
"Hochpürschtling"	1491.0	47.4861371	15.5787938	osm	340	1154	10.15
"Feuerstätterkopf"	1645.0	47.43267	10.078146	osm	340	1288	5.1
"Praha"	862.0	49.6593104	13.8190431	osm	340	531	25.0
"Veliko Špičje"	2398.0	46.3438701	13.7669612	osm	340	2024	2.69
"Briceljk"	2346.0	46.3950132	13.6318875	osm	340	1979	3.18
"Östliche Eisentaler Spitze"	2753.0	47.0793072	10.1001147	osm	339	2387	2.4
"Weißseespitze - Cima del Lago Bianco"	3498.0	46.8462323	10.7168691	osm	339	3175	5.16
"Großer Weitschartenkopf"	1979.0	47.632006	12.7863059	osm	339	1624	2.51
"Kienberg"	1015.0	47.7810684	15.9462442	osm	338	674	3.49
"Mieskogel"	1554.0	47.6589788	15.1793341	osm	338	1195	1.85
"Große Ohrenspitze - Grande Orecchio"	3101.0	46.9070865	12.1773849	osm	338	2726	2.1
"Haidach"	1096.0	47.6976606	14.6498394	osm	338	754	3.98
"Traidersberg"	987.0	47.3790061	15.0153601	osm	338	657	3.08
"Toblacher Pfannhorn - Corno di Fana"	2663.0	46.782827	12.2845216	osm	337	2320	6.32
"Ochsenkopf"	2469.0	47.2751106	12.0786186	osm	337	2117	5.43
"Hochkünzelspitze"	2397.0	47.271718	10.030463	osm	337	2028	4.42
"Wasserklotz"	1505.0	47.7211923	14.4811329	osm	337	1156	2.5
"Děvín"	550.0	48.8694841	16.6503772	osm	337	201	25.0
"Hoher Lindkogel"	834.0	48.0072222	16.1348786	osm	336	498	11.98
"Magura"	1171.0	49.1579768	19.3871533	osm	336	832	2.13
"Admonter Reichenstein"	2251.0	47.5492521	14.543354	osm	335	1889	0.94
"Kampl"	1685.0	47.5888836	13.8770477	osm	335	1343	2.83
"Hochschottwies"	2262.0	47.5141677	13.124959	osm	335	1918	2.97
